Minisector,SAI,NOR,Fastest
0,267.4814833533333,269.77361126736844,NOR
1,297.8893619755742,297.534843756041,SAI
2,316.48498987779595,311.4927858055977,SAI
3,328.5265731257582,320.9732777268148,SAI
4,335.0606289807163,325.69006949333334,SAI
5,334.4934703798601,328.76534223352405,SAI
6,218.32838094851826,192.69268884334974,SAI
7,104.36691104639371,104.11502873457557,SAI
8,188.62299472571428,183.1754776752268,SAI
9,256.1155253369423,259.35673549874684,NOR
10,282.7029160914286,288.2821189886631,NOR
11,162.05348572873564,154.52627134150458,SAI
12,93.53301424354672,92.98530883154446,SAI
13,113.65545461480647,113.05576283641196,SAI
14,208.58202860670707,207.9742674010745,SAI
15,179.71109637002073,178.70006528161616,SAI
16,221.4985959543195,213.22128977659756,SAI
17,174.031214973592,173.06722544077508,SAI
18,231.8278061201272,238.80958724828557,NOR
19,273.26406635864873,277.02741190557,NOR
20,235.19896819542856,225.26138862925688,SAI
21,145.20754193365303,135.9402285769949,SAI
22,96.83871415307013,95.83848018290183,SAI
23,125.33196266804521,118.90269321637429,SAI
24,222.9197875033766,224.80066302430015,NOR
25,251.5,,SAI
