Minisector,BOT,HUL,Fastest
0,264.855633362963,274.6032697058655,HUL
1,297.4876740279838,298.1656743415873,HUL
2,313.2023365737878,309.72153857833274,BOT
3,323.15154784507934,316.6711906336508,BOT
4,329.60119055238096,321.4767856761905,BOT
5,332.35714285714283,324.8015413322131,BOT
6,282.6164409904762,195.1411477111111,BOT
7,114.83643071405977,107.91991475862629,BOT
8,151.7015284977778,192.18597921020034,HUL
9,251.40739412153607,264.06731052282373,HUL
10,289.92000035555554,291.2815104,HUL
11,243.81270672,158.55337509923453,BOT
12,94.23296588199207,100.22563152911732,HUL
13,110.47669409160144,119.83255988568223,HUL
14,212.00229974718613,220.72103058866213,HUL
15,194.80231427626376,185.54741879906396,BOT
16,224.27460317460316,223.95595276190474,BOT
17,193.21483206984126,173.66693973257347,BOT
18,225.41048500809393,239.96057893998352,HUL
19,276.0509525938254,281.90931394509806,HUL
20,295.14166666666665,251.13428297960206,BOT
21,157.85605415303777,147.20387847373271,BOT
22,101.41019003177736,99.81067834673584,BOT
23,119.84669487059865,129.10284038522303,HUL
24,206.1003070108609,226.24654052380953,HUL
25,,257.05000106666665,HUL
