Minisector,LEC,OCO,Fastest
0,288.80079210574314,292.66851165201786,OCO
1,295.7511004025895,297.347984628254,OCO
2,164.69012849662337,159.0695110885255,LEC
3,220.61453721125346,219.6282436087092,LEC
4,272.66165118239894,274.9376758449707,OCO
5,294.15437064400487,302.6032995856054,OCO
6,300.16873026750585,308.93651721094875,OCO
7,176.12526755714026,184.11641678385902,OCO
8,125.73377217442246,119.91712201411941,LEC
9,248.30130327953214,245.7441446463987,LEC
10,284.5406984,289.18467705044753,OCO
11,296.64225015945567,298.2243064888889,OCO
12,150.49974845454207,142.74180893942398,LEC
13,197.40744974585215,190.12148833260073,LEC
14,256.8330511280423,247.6436261298805,LEC
15,202.8442568772136,197.27771367150183,LEC
16,225.38710218182916,203.4740856082732,LEC
17,220.3537469109226,203.3547435502301,LEC
18,248.27340566336616,236.33166854666666,LEC
19,280.3093045688889,270.84691011048733,LEC
20,296.82042132374704,286.4308598027068,LEC
21,270.12086906236766,260.84216672661586,LEC
22,231.97823689650795,223.5928067840397,LEC
23,208.28080918511506,192.54005797931504,LEC
24,265.23850468350787,256.58477041969627,LEC
25,,272.52343600000006,OCO
