Minisector,HAM,GAS,Fastest
0,291.57265029774436,291.4635416533333,HAM
1,241.48713986216453,232.8860908964263,HAM
2,150.08819368888888,144.81745579557725,HAM
3,230.1506712665102,219.66275883949555,HAM
4,167.03515683333333,163.1660157,HAM
5,177.275164350384,169.0862826420891,HAM
6,249.76249945396825,247.59387755102043,HAM
7,272.96166645333335,271.45050121303257,HAM
8,281.10241218245613,279.1798245614035,HAM
9,273.8921057122807,237.00253630144928,HAM
10,253.38730143492063,226.40180555555557,HAM
11,256.07122570582015,235.46829004329004,HAM
12,218.72812573333331,203.1688270617284,HAM
13,150.84945775800796,137.11086727302262,HAM
14,164.05669258528138,149.20552474233995,HAM
15,188.7184093472662,177.3063887593651,HAM
16,258.5367057777778,254.00505424141426,HAM
17,249.341452887909,241.43945578231293,HAM
18,120.05400613461885,114.19300367698702,HAM
19,203.65145172912665,195.2421294617284,HAM
20,200.41719621305114,188.6728330957319,HAM
21,234.06627888997164,227.08972561490683,HAM
22,264.84323661027486,260.80619047619047,HAM
23,281.70739312280705,276.4758383036143,HAM
24,292.456385762145,286.05263157894734,HAM
25,,287.5916672,GAS
