Minisector,VER,TSU,Fastest
0,255.10535934587807,255.1169011209642,TSU
1,221.06995080230539,213.08368323260234,VER
2,204.2910102196425,207.36925959081887,TSU
3,258.21282116633864,257.2681759394048,VER
4,275.2517346723527,271.05395337317333,VER
5,287.6114851605995,285.8214675705887,VER
6,170.07505059601982,162.2894058452595,VER
7,189.88894623765142,187.43755180835893,VER
8,269.6307264470532,267.5316624337222,VER
9,292.7562139120273,289.22852661553304,VER
10,303.24102307850285,298.86719660855545,VER
11,300.37806178232415,297.95895614883693,VER
12,119.6658958055113,113.87046001583504,VER
13,184.15423425565527,187.13114858330445,TSU
14,270.394618400106,269.5700839519081,VER
15,295.28921844631805,292.46499460961445,VER
16,297.66439393939396,296.84770143709267,VER
17,190.2776190111083,187.196063968788,VER
18,226.31682827383847,222.0429541073889,VER
19,268.38559063499935,265.2346435452627,VER
20,156.42020245986512,157.57776353723708,TSU
21,155.0551019907787,147.39066292503085,VER
22,222.5148559035716,222.90695492177056,TSU
23,237.35938071194778,233.65967348003045,VER
24,165.02075413376258,156.6755510667432,VER
25,230.208336,227.5333333333333,VER
