Minisector,BOT,SAI,Fastest
0,304.6892214167775,309.99360159238097,SAI
1,321.7398180651629,320.5516956655226,BOT
2,327.13949578039217,323.7634804705882,BOT
3,324.0276323368421,320.71271825964914,BOT
4,182.04980883254345,165.20651517344433,BOT
5,217.0336450652608,206.30580411428573,BOT
6,245.64492716521738,234.20613450734626,BOT
7,266.9094424588745,263.0076348952381,BOT
8,258.73505036179887,249.38650305845457,BOT
9,167.72607693672762,161.55603082362646,BOT
10,230.1712004935649,227.3995597079101,BOT
11,133.5988322561588,133.6326743364595,SAI
12,228.75623780115063,228.41102718453038,BOT
13,194.49589157357912,184.68731896796535,BOT
14,226.39569960664406,219.22451917004457,BOT
15,249.90362342028988,240.69928073015873,BOT
16,264.697050569697,260.16236428896985,BOT
17,283.97515839069723,282.07941747167916,BOT
18,164.0304239742945,159.3354926523937,BOT
19,176.28992630101754,172.19117659607844,BOT
20,148.02898557853348,145.54230399879532,BOT
21,174.98306425869657,163.66359000947125,BOT
22,116.86262608554172,113.77313107504762,BOT
23,223.9575106367617,221.58383877248613,BOT
24,270.9005678060606,269.58522773333334,BOT
25,284.44166613333334,285.4833344,SAI
