Minisector,VER,HAM,Fastest
0,288.0891044990476,301.0474567139847,HAM
1,298.2032904719577,318.4131612547743,HAM
2,302.35254627555554,330.1155112793651,HAM
3,298.66561967411195,334.3062261433063,HAM
4,207.09061626258205,197.69731310180288,VER
5,225.27703715534602,220.22299211924076,VER
6,267.7148678735238,269.64264603089947,HAM
7,274.49785137870134,266.157946917017,VER
8,205.4841099372567,194.4061275218391,VER
9,149.6722356831273,141.17946564696953,VER
10,186.86607136547713,185.87672378359926,VER
11,264.4196575289358,265.74797797647057,HAM
12,254.13900713904764,250.23524056098003,VER
13,236.07519390014428,234.3229018607527,VER
14,273.58916737414245,273.8934431720425,HAM
15,173.69565972297428,167.15459729930285,VER
16,226.86888929885492,221.73542293820952,VER
17,241.88268915878788,227.69737426567008,VER
18,136.65103681480883,139.60336853711746,HAM
19,243.4455159429777,251.60181895675248,HAM
20,284.874821932309,286.63480937614315,HAM
21,250.83191977553565,232.50668986984127,VER
22,145.7662650961308,144.3854413735897,VER
23,213.87824736240603,223.00323163033127,HAM
24,269.269555359623,273.1912059773738,HAM
