Minisector,SAI,PER,Fastest
0,247.15453861241258,244.06300834690552,SAI
1,286.8930103038233,281.25199186463493,SAI
2,166.4676790421469,192.42798044940804,PER
3,159.45425995878787,151.51777342546274,SAI
4,255.46152237184265,257.3829027957357,PER
5,275.1168933555748,274.09305897562456,SAI
6,234.17870463746033,240.20951051984804,PER
7,208.69356090279544,207.78288657607916,SAI
8,162.79408145855288,159.77868302331422,SAI
9,215.34024954223997,214.60756114472716,SAI
10,271.9968517098901,269.7147132333333,SAI
11,128.85948813232952,134.46577647527647,PER
12,216.36971739539146,213.98693060035657,SAI
13,275.9495076774603,273.9423026668513,SAI
14,299.8897729015208,296.3744286648575,SAI
15,312.99380770652556,306.8057967541418,SAI
16,244.99799601730106,237.33075872157536,SAI
17,129.37501696720247,133.71785042958595,PER
18,132.11086870278956,126.9512859426287,SAI
19,120.82304190717315,118.95872659637506,SAI
20,228.35134019425982,221.91555266859564,SAI
21,255.60452180395603,259.2341433150659,PER
22,244.71109424513332,240.1042757856508,SAI
23,219.1209002454422,218.05019268976088,SAI
24,139.43052260592336,140.47757881095544,PER
25,219.8,,SAI
