Minisector,HAM,ALB,Fastest
0,270.7791505010085,270.0180205203021,HAM
1,289.3586473229377,289.2386081079039,HAM
2,294.15125997040525,296.98177066666665,ALB
3,134.63178818938684,130.27870083109622,HAM
4,202.04158468444658,193.3433580697059,HAM
5,260.64994690115634,258.2981968374712,HAM
6,146.6791016457607,144.91102894813267,HAM
7,209.26195826123967,201.96003920183588,HAM
8,263.21804968884254,257.8691989182867,HAM
9,283.6279548542695,281.3487368740083,HAM
10,244.3388906335787,234.84787594894314,HAM
11,184.87451346358102,181.2664001844017,HAM
12,192.34305310041313,189.72611830536945,HAM
13,151.2487052064689,146.53206020148113,HAM
14,185.7193501754743,174.55881749496925,HAM
15,170.30325861635382,161.83691820635576,HAM
16,218.7857806792328,212.50245641516247,HAM
17,239.2446180746705,238.29393731680352,HAM
18,240.33653056464496,238.45053118656102,HAM
19,249.49932490230842,251.56266591742036,ALB
20,152.018018296306,142.8506937748023,HAM
21,139.4830329528325,141.25273998093078,ALB
22,172.75503863396676,166.38481224183812,HAM
23,155.85450333740317,150.563461517029,HAM
24,233.47513589285796,225.08118523343379,HAM
25,,257.1166677333333,ALB
