Minisector,VER,PER,Fastest
0,242.67975599377584,244.31323568953712,PER
1,275.53419822282694,277.366944167718,PER
2,178.34496132763513,180.2238389281439,PER
3,152.03076328489794,148.79709163705834,VER
4,253.38389369309425,254.62159997384754,PER
5,266.0746402092929,265.7395781735727,VER
6,232.54493547368622,225.6239092530939,VER
7,205.70967232373204,204.54279634708416,VER
8,157.30343021946928,154.6973573579214,VER
9,220.23253569100925,211.34202368580287,VER
10,266.1027089215133,268.47950147053604,PER
11,121.39209027349618,120.20099835507526,VER
12,197.64080515514777,206.35126321582035,PER
13,265.6917857142857,269.9658383157057,PER
14,288.77788590453457,290.9664013206509,PER
15,295.89468252352094,298.55897340754484,PER
16,240.4190502784774,234.5636232035035,VER
17,130.26839334865673,134.18440226210797,PER
18,134.74819794070854,133.53158593629354,VER
19,122.27950635432086,120.72923534987616,VER
20,219.1956714907234,223.7183676804127,PER
21,254.7610052910053,255.63525462962966,PER
22,236.21391168537525,236.30858131213157,PER
23,213.12551020408162,209.18773867571605,VER
24,135.38008199766617,139.84716572575346,PER
