Minisector,LEC,NOR,Fastest
0,257.9211701399586,254.7714910054136,LEC
1,283.31500762358337,281.98999984,LEC
2,174.79948346204156,162.56129088027973,LEC
3,172.1850574034218,172.96162038112027,NOR
4,264.00414606062236,262.0467260626474,LEC
5,282.7841377888193,269.6742700051948,LEC
6,244.45890784217863,221.55049703870034,LEC
7,215.62475523407898,199.09310377931035,LEC
8,159.02418387467918,160.02421219394708,NOR
9,216.73712921192006,230.7803169827262,NOR
10,276.764663812987,277.82458277333336,NOR
11,128.45385461094978,125.65583595236039,LEC
12,221.83917865533297,226.99607461279876,NOR
13,274.4092263293141,274.66567385396826,NOR
14,290.9589877180953,289.77023786666666,LEC
15,297.54229168,295.2654165866667,LEC
16,236.00117175466667,199.51611573333332,LEC
17,140.27999504517044,140.78333361951218,NOR
18,142.16842792583375,142.7334372861175,NOR
19,123.76357256135287,125.87733532979695,NOR
20,235.0133321447619,234.26204732458635,LEC
21,261.58653449758424,261.99124085130853,NOR
22,238.67083541333332,227.8882729226223,LEC
23,221.1018799821821,205.87209913340854,LEC
24,146.6115016685714,146.12001427471023,LEC
25,224.20000000000002,,LEC
