Minisector,VER,SAI,Fastest
0,293.57127179415204,292.4956301047811,VER
1,305.21476330857143,303.7802046735749,VER
2,306.00955800612047,307.923499968,SAI
3,183.8400800705627,187.15118556577735,SAI
4,207.56010171205634,208.7900637840191,SAI
5,204.41704619716714,202.267608465691,VER
6,265.4221967390846,263.5887026078223,VER
7,253.37194707587878,253.08597974221516,VER
8,215.58410068108745,212.29320644063495,VER
9,211.27662504284618,206.46200465660473,VER
10,137.5280878931813,142.06803834836717,SAI
11,199.8414743325115,199.20084669310353,VER
12,186.36735389043466,184.33113802391168,VER
13,253.22360678203523,249.39732846537143,VER
14,181.99060983601188,179.1017012418244,VER
15,234.2235500627141,233.01578426598292,VER
16,279.37042871497584,280.57425756688053,SAI
17,291.3988465200823,290.6984016578483,VER
18,288.42167149144757,281.8102639746494,VER
19,274.7563621670838,267.2176533350424,VER
20,267.4846153500831,268.86074677244994,SAI
21,265.99344471979737,262.80693013890254,VER
22,235.56926485292385,226.53414009550528,VER
23,205.57027775415318,214.51310706167743,SAI
24,269.1423797974773,268.70591374029124,VER
