Minisector,NOR,OCO,Fastest
0,274.4910276063492,274.18245166526316,NOR
1,294.77466958444506,296.2497179588638,OCO
2,290.74183325866665,293.91233335466666,OCO
3,187.24597082143208,181.92944258304297,NOR
4,116.46859981529934,114.80822787162077,NOR
5,236.33888330603816,232.01213952972432,NOR
6,280.82126390165325,278.92596127179485,NOR
7,291.3691522778594,288.3142079086632,NOR
8,178.59179489780294,175.45559047804878,NOR
9,135.98546489620603,135.70430396132434,NOR
10,248.63499606567473,245.51046759286933,NOR
11,285.7297694479168,286.486166272,OCO
12,297.5765556398268,297.56928876416487,NOR
13,279.56002635152606,271.1058642962963,NOR
14,293.51311912228573,290.9816185660952,NOR
15,290.8768128857515,295.89638991357725,OCO
16,243.07177386666666,249.41535029115647,OCO
17,222.94086796493286,217.97779193857988,NOR
18,276.171191964921,273.0361103407408,NOR
19,295.90356755875257,295.7585540007405,NOR
20,294.70524460485495,295.810869657971,OCO
21,227.37382175834648,230.09644841817948,OCO
22,253.87126664247646,245.3532530336508,NOR
23,136.9243204977607,138.6315248168169,OCO
24,210.04080580988557,200.3461007341217,NOR
25,256.2875008,253.84722133333332,NOR
