Minisector,LEC,SAI,Fastest
0,287.7681305365392,291.392916003013,SAI
1,296.0047567758576,299.0873096247042,SAI
2,282.7282965069217,278.5690363120181,LEC
3,104.70541656361192,105.3680632800944,SAI
4,226.39331031746534,221.16313132986124,LEC
5,267.192385481697,271.419590461244,SAI
6,203.336980911558,203.14144887194342,LEC
7,159.38871406422723,164.58411751869917,SAI
8,214.47701113799792,209.22296166594714,LEC
9,226.79883998524375,223.58335476208487,LEC
10,109.47112898742688,115.13680802595151,SAI
11,225.31758465395353,229.46903997478407,SAI
12,121.66496970862585,119.08219773768647,LEC
13,220.80079951798285,218.24058487103713,LEC
14,272.3441130305787,275.164118980279,SAI
15,209.4542572074523,212.65498173517952,SAI
16,196.18152789322315,193.98056125682402,LEC
17,252.32489399700248,253.1886475842864,SAI
18,210.47534707482433,195.68737233508318,LEC
19,180.18093529891,176.74888631063493,LEC
20,259.7247277465728,262.4749494598251,SAI
21,282.95416726417443,286.1931137009681,SAI
22,173.17454969268357,161.67067795368172,LEC
23,212.01841094353094,216.3304458950979,SAI
24,268.9467649546325,271.5443772983059,SAI
