Minisector,VER,HAM,Fastest
0,271.1236549102088,274.4716281556254,HAM
1,247.53886847337475,257.6925536872727,HAM
2,120.99790044479633,122.47622987943018,HAM
3,169.21921862841248,177.30802676060605,HAM
4,197.0205220456192,200.39137878726095,HAM
5,189.3818789388775,201.72831062972583,HAM
6,260.48627887299915,266.0606750520755,HAM
7,284.18004157866665,286.82619021544974,HAM
8,237.37911799713646,258.12638097728905,HAM
9,149.28329809964552,152.29101890214622,HAM
10,122.28139554818776,124.20145211298336,HAM
11,166.85852029805028,165.12073728455186,VER
12,247.30332687150025,248.46780236606062,HAM
13,158.8517985769634,168.17731759123515,HAM
14,145.63927059849726,152.93306714333343,HAM
15,106.1740220031843,113.69905494872768,HAM
16,215.45670179660502,213.67334816212653,VER
17,240.42093923189714,257.7248198283433,HAM
18,130.44612387616445,133.2700793713016,HAM
19,240.71758874677707,234.94495675246404,VER
20,273.72250602185466,278.3550591977897,HAM
21,200.75314769084312,231.59223007514083,HAM
22,152.0639730885748,146.46336823038024,VER
23,220.83568535482445,222.02843528853074,HAM
24,228.44227863331972,228.81193556265094,HAM
25,,259.720832,HAM
