Minisector,VER,SAI,Fastest
0,249.5973967111111,250.91049525652218,SAI
1,283.2802991740874,281.78729130666665,VER
2,176.7783522239744,169.60284408353172,VER
3,161.53010305741498,167.06996562367164,SAI
4,256.13247812871134,254.906952595671,VER
5,271.01239109838235,267.3696067663534,VER
6,235.38549577733986,222.47517701305114,VER
7,206.79143919667948,201.06265443983014,VER
8,162.2821970519744,160.28621121893502,VER
9,225.8750006153846,224.30842609894768,VER
10,271.01016238504627,270.55738632727275,VER
11,133.378233700187,131.73417299434516,VER
12,212.03817564895945,214.0448547779254,SAI
13,276.14940479999996,275.66057167528345,VER
14,297.02678580571427,296.38755459436703,VER
15,304.8703947789474,304.4635964631579,VER
16,249.0122705762916,234.978381288297,VER
17,130.40172527909615,130.73151347745258,SAI
18,129.7179543274001,128.03515496298078,VER
19,119.89605557253405,118.1451671517638,VER
20,226.9347746051282,215.5679316833937,VER
21,258.36967545872324,247.1188395594203,VER
22,241.2981466852052,235.7411236736768,VER
23,218.60818058271605,214.26686777320188,VER
24,139.6132145314647,134.35010948748615,VER
25,,218.33194097777778,SAI
