Minisector,HAM,NOR,Fastest
0,312.8165698499002,295.7256677401058,HAM
1,322.0907417459341,302.96899558136323,HAM
2,248.6669167879699,209.40422784945687,HAM
3,137.2761723078403,132.76641060057977,HAM
4,222.23156739302135,218.98689124363636,HAM
5,166.42228747391405,166.8732161846406,NOR
6,166.93413457751433,168.60779965128205,NOR
7,245.65941592900433,248.17548141188763,NOR
8,277.74983795555556,277.833567398254,NOR
9,286.52598644341225,287.08136888380955,NOR
10,265.33193647662307,261.66216065885266,HAM
11,231.70946241342403,240.8790772,NOR
12,241.38646393773948,242.87189533778943,NOR
13,210.83093244617604,210.69012722782608,HAM
14,129.22600970013738,126.78980558389115,HAM
15,143.59181748963923,145.42877684734648,NOR
16,167.19891703656188,163.87578961663172,HAM
17,245.26698921289275,250.38632845968255,NOR
18,248.4843588570731,256.62150053109247,NOR
19,115.22532417356562,117.39766828904428,NOR
20,186.71163371007958,182.14504036044343,HAM
21,200.9925870543035,203.4176090627087,NOR
22,232.7957083491639,230.0662861347939,HAM
23,268.608619394211,270.9875194917813,NOR
24,294.1047779027059,292.4780614205291,HAM
25,,305.05750016,NOR
