Minisector,VER,GAS,Fastest
0,290.64675744862257,287.26990307145564,VER
1,302.808650637545,290.40652223238095,VER
2,173.04166064105178,163.55138431180828,VER
3,226.73301203023865,224.81785697823807,VER
4,274.4180318044444,271.2892419242756,VER
5,294.71337198271635,290.5657711207359,VER
6,302.82284249026424,294.847443099798,VER
7,178.4929276186549,175.10066511299303,VER
8,131.65293427254082,124.52477422423706,VER
9,250.40963001000569,246.12662386683232,VER
10,285.28458457405276,283.0693506816642,VER
11,301.13291637333333,291.2316504483129,VER
12,156.73708563013065,145.13991970409813,VER
13,186.964309184,192.6342551557272,GAS
14,259.64633319718,251.70300434436257,VER
15,219.8563777357576,206.39918948468758,VER
16,226.3833660596664,216.16362514285714,VER
17,224.5973910707224,208.11744938519655,VER
18,250.53266293348725,242.13052298753382,VER
19,279.61505486365184,274.8549395699474,VER
20,298.64167293275614,288.20375003733335,VER
21,272.6558337323809,263.0597787803663,VER
22,231.1909217235921,222.62152487417825,VER
23,209.14071087688453,203.50671826471915,VER
24,265.0066284923906,261.68220187247715,VER
25,280.3090909090909,,VER
