Minisector,HAM,HUL,Fastest
0,301.6355775344821,300.3392941499289,HAM
1,257.952850430279,244.7740726963207,HAM
2,203.4942081580194,202.54547573310825,HAM
3,269.39527286768856,265.1555517520916,HAM
4,234.22765346554934,229.45209698362797,HAM
5,122.27322626939697,118.4962368188346,HAM
6,186.1317506497318,184.92936989523452,HAM
7,261.773497836351,259.2334231402445,HAM
8,292.15516898888916,288.7467992593055,HAM
9,304.05847492936545,302.7079799465836,HAM
10,309.4159798971263,306.7412856057498,HAM
11,231.7201893884114,227.8931490058118,HAM
12,148.86884089316766,145.53347935485957,HAM
13,260.5629515234795,259.00701897480343,HAM
14,292.6658526671684,293.01803830297314,HUL
15,303.8573768670496,301.9917259378363,HAM
16,301.4398245726005,296.5219633093462,HAM
17,271.8103033280222,266.4420064644287,HAM
18,194.58404147367148,187.32722434443042,HAM
19,196.38725529399667,189.90348290673305,HAM
20,190.26649674926836,182.09094978342347,HAM
21,255.85679088821158,249.6417705501,HAM
22,131.44491525075134,129.68733056645456,HAM
23,196.66006110110044,191.7014073140182,HAM
24,278.0728177682267,285.014494492317,HUL
25,292.6916672,307.8,HUL
