Minisector,HAM,LEC,Fastest
0,290.788278071973,301.6219182840579,LEC
1,164.66110827313636,163.45735865686808,HAM
2,152.82435318993228,154.1115049405353,LEC
3,227.14444448395062,233.6891026271043,LEC
4,281.69633761969254,288.12503304650824,LEC
5,282.01693771018273,288.789097767541,LEC
6,148.6583257919231,150.34447183865353,LEC
7,146.47655365614236,148.76064423963783,LEC
8,147.46291886922768,152.26280889142419,LEC
9,188.57766883001443,189.8642844601239,LEC
10,133.3517518115818,137.15701445007323,LEC
11,124.43158150743598,126.31233959909545,LEC
12,170.01155015907335,169.6613806540351,HAM
13,266.42914767726563,270.62995105700486,LEC
14,284.8761362909091,293.37989120000003,LEC
15,158.45252575054525,156.69683208761904,HAM
16,216.94977936931215,214.00295702305667,HAM
17,177.84872452032374,175.61845859471657,HAM
18,273.52500000000003,278.33489533333335,LEC
19,295.115476092517,300.61796450157186,LEC
20,308.24895833333335,316.71229147428573,LEC
21,314.50145818666664,321.74749994666666,LEC
22,317.2527976304762,318.87296961537356,LEC
23,326.20958336,327.13190464,LEC
24,328.52425061647784,331.0023496501253,LEC
25,324.46250026666667,329.1541664,LEC
