Minisector,VER,RIC,Fastest
0,279.27763311596635,273.3778598977444,VER
1,123.32997996385778,110.40798882776586,VER
2,156.63347438279445,160.15951693262784,RIC
3,218.5940937254155,215.25423660564405,VER
4,162.6726977464263,157.2052943145743,VER
5,240.34179397447338,241.26214231637718,RIC
6,212.3210207483857,194.00729101131097,VER
7,132.18619168218402,136.10404742050162,RIC
8,230.3340799806579,238.13048884271282,RIC
9,274.3880851806862,276.1982042059217,RIC
10,286.4541692212885,250.47078947414462,VER
11,155.89710377638264,142.40747315597758,VER
12,226.17445644676332,230.49665006589203,RIC
13,271.4897368421053,275.2448484229903,RIC
14,268.46940962735965,220.79201122550725,VER
15,105.23394824750694,91.75179470914192,VER
16,219.65851337948988,240.08362425040664,RIC
17,269.29851540616244,276.3882969534627,RIC
18,290.120122905098,293.51587888977394,RIC
19,298.28446722523705,300.7617319630999,RIC
20,304.2518674136321,304.815625662585,RIC
21,293.474345194794,227.64070139627216,VER
22,158.18509878334694,151.34041067821727,VER
23,236.73399444426923,245.295874519923,RIC
24,275.1418174213075,276.7087025081585,RIC
25,283.38,,VER
