Minisector,VER,GAS,Fastest
0,290.1416901457385,286.09069727625973,VER
1,298.2397934125913,297.57541558257384,VER
2,301.63657413333334,303.5252714801542,GAS
3,299.60027732848494,289.048529132549,VER
4,165.1944414646563,170.73971332063493,GAS
5,212.2003201218059,200.44744455111112,VER
6,239.23838095450506,231.91005872803055,VER
7,266.756499656268,264.53882352941173,VER
8,243.28477126271767,251.1280230148292,GAS
9,157.52861612871328,160.92927502040595,GAS
10,220.49547801172892,222.84421853565524,GAS
11,130.20214364375803,124.92790401076606,VER
12,224.13955394318842,225.37303176160856,GAS
13,179.00831994799307,181.5285629768079,GAS
14,212.0019142250038,205.85633598451358,VER
15,243.63555318883874,235.19843751515148,VER
16,261.573338237927,259.510848553817,VER
17,286.25344031686274,282.8556172839506,VER
18,150.29696284379747,153.17691852319433,GAS
19,160.9003855833214,158.9564652200635,VER
20,136.37673928652393,138.04360472494184,GAS
21,226.95010581712233,222.79858865993063,VER
22,262.1177084248889,259.9793506529311,VER
23,252.68458225406658,243.6002545962692,VER
24,275.2927664740741,269.1184939044282,VER
25,285.24250048,280.71250026666667,VER
