Minisector,HAM,NOR,Fastest
0,274.62984549511987,278.3820327958453,NOR
1,301.26111045925927,301.28946051764706,NOR
2,315.3561136769882,313.6059522330532,HAM
3,324.2101647540916,321.62426453333336,HAM
4,328.8859374,325.77199934365484,HAM
5,327.8133186761905,327.7318627137255,HAM
6,224.93686078562274,205.8981549467449,HAM
7,108.54810805818931,106.37275936481414,HAM
8,185.5316497212003,187.50397277906254,NOR
9,262.2032444937445,264.7958328090703,NOR
10,290.44462936533085,294.6775058911673,NOR
11,173.46611223333332,159.22234868244897,HAM
12,98.91118687392373,99.70074773022563,NOR
13,117.29567166352726,115.64198731736658,HAM
14,223.7891314716856,222.18422587936507,HAM
15,192.52342198510925,187.72261770325701,HAM
16,230.33949273043478,223.73023808609523,HAM
17,189.04958791858022,183.11158358223355,HAM
18,235.94546954202897,243.6168644063492,NOR
19,279.1670525474499,283.25460502456144,NOR
20,254.27287813459762,240.62033501502202,HAM
21,149.51012021520725,142.70061176422138,HAM
22,97.26419188019199,95.14105955237834,HAM
23,127.57875868991447,125.25478515784553,HAM
24,227.41025190994242,232.34039795942027,NOR
25,258.26666666666665,,HAM
