Minisector,PER,OCO,Fastest
0,261.46597202962965,258.9441194666666,PER
1,134.16935360000002,129.9737132071324,PER
2,195.45545875287166,194.16328471759854,PER
3,243.84188928158224,242.3828421647059,PER
4,261.4979365079365,259.02039578270336,PER
5,191.53226687012204,180.6121625266899,PER
6,148.92074796190474,149.13611168395062,OCO
7,186.02651515151516,181.4698718538463,PER
8,105.30040207337025,102.37424938165996,PER
9,79.52001840756306,77.72307269660175,PER
10,96.28343097919326,94.80824542782746,PER
11,178.02735494492754,179.7977026985382,OCO
12,243.65882352941176,242.033259643603,PER
13,266.89887409771484,264.7640619333333,PER
14,280.4488888888889,277.45888903111114,PER
15,120.83138022769175,120.10212836922119,PER
16,137.6288386920897,141.98425651358025,OCO
17,198.5515873015873,193.771389629803,PER
18,193.55956978787557,194.794442615873,OCO
19,226.3842105263158,217.10375141333333,PER
20,134.16032758634162,132.02569380640142,PER
21,122.93064591325054,113.1653754832993,PER
22,88.69168099656389,92.85921167792208,OCO
23,187.46507936507936,193.69714885295969,OCO
24,243.48926505418635,246.12152663703702,OCO
