Minisector,NOR,HAM,Fastest
0,261.43471986571427,257.5231736068376,NOR
1,137.26716924461698,136.80631336410258,NOR
2,204.06504139174604,207.2903887409414,HAM
3,249.06726592101586,247.94119068647618,NOR
4,258.70380169329286,255.86461451247166,NOR
5,181.4441351695238,176.98077723210088,NOR
6,157.13789951301126,153.7861502877193,NOR
7,194.14020743472682,189.3301934062512,NOR
8,107.80194275138942,102.14539542545751,NOR
9,74.9008318690053,71.59907226394252,NOR
10,96.69577175041796,102.15063182996063,HAM
11,186.2637356379824,195.52744227049962,HAM
12,250.0115560391111,247.45168314923276,NOR
13,271.6505372685981,269.91129855104896,NOR
14,285.0679167827552,270.67055555555555,NOR
15,109.44098527034922,107.11669571408191,NOR
16,155.42655464498037,161.7740688449007,HAM
17,188.09187277034025,188.9328871351082,HAM
18,208.20487481400562,205.08270233426703,NOR
19,223.6178671514074,208.44064693290372,NOR
20,146.20897148713817,142.2595168510764,NOR
21,111.5486588148157,112.15501335526763,HAM
22,105.10516563800404,105.57315272562357,HAM
23,204.79994988395123,207.0861073453643,HAM
24,258.2162166933333,252.99722026973797,NOR
25,266.8750034285714,,NOR
