Minisector,VER,ALO,Fastest
0,305.2850835274831,301.24839945082965,VER
1,224.7716724573776,228.43170851373696,ALO
2,135.28797555758075,127.88922286953172,VER
3,232.73637017459401,235.975832183296,ALO
4,194.58525040166586,195.242752855963,ALO
5,247.84025404043638,244.49207804470174,VER
6,231.36118123757208,230.9082035058128,VER
7,260.78638605401835,259.3988823373699,VER
8,293.0855671749573,290.59143002732515,VER
9,197.96337920513375,206.504999845152,ALO
10,206.41163576609904,212.88695347958918,ALO
11,276.53685206098254,273.0461013818034,VER
12,216.86214083404522,210.06343502157551,VER
13,253.67854887567864,257.22203289231516,ALO
14,293.82432699791514,293.2511283731553,VER
15,308.732875008,307.6043481174026,VER
16,315.09602771630176,304.050409063663,VER
17,214.76328118371052,212.95158031776813,VER
18,266.42011239203833,263.79293780793705,VER
19,297.92242213040294,295.04316709790476,VER
20,306.46258781192984,309.3239633879365,ALO
21,309.06454545454545,308.8906763336795,VER
22,152.74047186964836,148.00410097624592,VER
23,232.98391055915218,237.17156690650506,ALO
24,285.51589535887126,287.20201779007715,ALO
25,292.77000000000004,,VER
