Minisector,SAI,PER,Fastest
0,298.03828059300486,298.2389932387662,PER
1,315.3808213883752,316.278074074074,PER
2,324.4048950601399,322.3886364218182,SAI
3,317.0890256853666,311.4249806357937,SAI
4,159.87688734078267,168.68767434404506,PER
5,202.0953285491619,203.5304548327162,PER
6,232.0854490825143,234.63721853218445,PER
7,267.0660056778698,266.7299924028793,SAI
8,237.98628201904762,246.9877484587992,PER
9,155.07624729844943,159.30762874509804,PER
10,220.48631631313657,219.14563903458054,SAI
11,127.79178629024024,133.5033873347327,PER
12,224.29406992236594,229.7603126533333,PER
13,179.1919741312476,177.40213324987656,SAI
14,215.57859061261277,217.64283262539684,PER
15,232.54483023627853,232.0478016067357,SAI
16,259.4784173017687,258.7612526884748,SAI
17,286.40836697181487,280.85902508531626,SAI
18,157.63388933460317,151.03465537084392,SAI
19,160.54731992681675,167.08110109632094,PER
20,139.09176426046167,143.32482590725454,PER
21,227.96162560737812,221.76418679492065,SAI
22,259.455166746936,247.95455044982614,SAI
23,242.80877682978354,240.72447188064498,SAI
24,273.31000099647906,268.8298263304281,SAI
