Minisector,HAM,LEC,Fastest
0,301.0474567139847,292.17643759741173,HAM
1,318.4131612547743,304.6248637714286,HAM
2,330.1155112793651,312.6420571168337,HAM
3,334.3062261433063,313.7673808457143,HAM
4,197.69731310180288,197.49731491111817,HAM
5,220.22299211924076,220.45377277573192,LEC
6,269.1247783324444,267.92400184128337,HAM
7,269.3460508250945,263.50723185497077,HAM
8,193.8216384849554,195.43773666539684,LEC
9,143.51684812994404,143.79071824639954,LEC
10,185.87672378359926,179.57822733664923,HAM
11,265.74797797647057,261.928453430303,HAM
12,250.23524056098003,247.50511380800148,HAM
13,232.88904695379034,235.80038718984125,LEC
14,273.62071589931526,273.7669622277633,LEC
15,170.25137149285123,163.83554680517832,HAM
16,219.86098359443224,219.86737065871634,LEC
17,236.38711169223706,233.84781425262693,HAM
18,139.66320011026158,131.0599266713173,HAM
19,251.60181895675248,243.97744793476585,HAM
20,286.63480937614315,285.08333730844447,HAM
21,241.60729803982684,239.27020823390475,HAM
22,143.73757967772002,141.73704080021457,HAM
23,223.00323163033127,218.249301504,HAM
24,273.1912059773738,271.52872523937094,HAM
