Minisector,HAM,SAI,Fastest
0,297.0517049212121,288.5996404727098,HAM
1,321.8294579307463,305.20875013333335,HAM
2,316.12229106285713,298.5123630188923,HAM
3,191.10547381464448,180.83167191808303,HAM
4,229.0230543648352,226.77495213245066,HAM
5,217.80580552494845,210.06556483006062,HAM
6,204.53526908254895,193.20883940547364,HAM
7,220.65184345989772,218.4147782338178,HAM
8,258.6018336609524,259.45843297777776,SAI
9,264.33685604489574,263.75173613333334,HAM
10,182.29815638715493,175.67253701084346,HAM
11,244.1397233446129,241.03741932327927,HAM
12,126.99151955896353,117.20041565769631,HAM
13,232.24578077851038,230.29246945641023,HAM
14,274.8036536571644,274.71029664298135,HAM
15,284.95802269813663,279.90714262164505,HAM
16,214.26938991379402,206.75190809671778,HAM
17,194.0275018969407,187.99267712323234,HAM
18,271.7413524009319,271.1016236233654,HAM
19,295.4202001277979,294.7832073050505,HAM
20,307.65875008,305.59208341333334,HAM
21,308.48583326476194,305.5416666209524,HAM
22,261.3184014222222,254.9985117637485,HAM
23,124.15553860835739,117.16331635204713,HAM
24,248.34246898390788,246.242812981685,HAM
25,277.7000021333333,,HAM
