Minisector,HAM,SAI,Fastest
0,274.26428537142857,271.92777757460317,HAM
1,289.3131316553989,289.0719905777778,HAM
2,295.06870330225564,293.20612542299267,HAM
3,135.33060567204262,130.00731658319825,HAM
4,212.3399166991004,209.7150908162014,HAM
5,259.3373020952381,253.92103240997733,HAM
6,154.0298524540558,142.64181181484773,HAM
7,218.16564113118943,215.3906657706667,HAM
8,263.2765344229012,261.027958210027,HAM
9,281.3319077754386,279.1660088140351,HAM
10,251.7219587792175,242.40194162959907,HAM
11,188.09984170740572,183.50485912606575,HAM
12,211.8683319917136,199.64969571470016,HAM
13,152.34909780180178,143.7242972991453,HAM
14,192.6537521584918,187.6039449989958,HAM
15,181.5396805727999,169.85881996190477,HAM
16,229.6961375082413,227.423252529637,HAM
17,247.69438174290173,237.67302476190477,HAM
18,251.4609688743764,246.36317578492407,HAM
19,244.18966520335033,226.1571427679132,HAM
20,152.0396108549894,148.5289343703704,HAM
21,135.5043630709339,130.52171112665022,HAM
22,186.26315665806973,182.83879257011492,HAM
23,163.5737347931016,154.20139376372984,HAM
24,233.39195472171625,236.0262394031746,SAI
25,259.6124992,,HAM
