Minisector,HAM,ALO,Fastest
0,271.6269712369231,273.77403319838385,ALO
1,291.62609790210126,294.44881273993826,ALO
2,292.7502548592208,288.13740700422363,HAM
3,186.51898529081998,162.42542276909305,HAM
4,117.41760316719322,119.7956509338925,ALO
5,232.8864838028681,233.77660541817548,ALO
6,274.55426044721503,287.565809513347,ALO
7,288.45103203636364,297.59817589079364,ALO
8,183.69597121414967,169.5849547511888,HAM
9,141.52422401275538,134.78519338742396,HAM
10,242.88691136727047,247.09588533315193,ALO
11,283.57881892392555,285.1055888844206,ALO
12,298.50285305797826,290.7987774678261,HAM
13,276.53851901561904,277.1295345088831,ALO
14,292.7572974825488,294.6944179642526,ALO
15,300.55922077922077,297.29711288989375,HAM
16,253.68636109859364,241.23595957611718,HAM
17,227.4041919547475,217.44612524565767,HAM
18,273.53255688205866,280.29155092163785,ALO
19,294.754920995671,310.883599399795,ALO
20,301.4003864052486,313.4759100393369,ALO
21,235.0431362389183,222.04484645226358,HAM
22,258.98565994937076,253.04803696592163,HAM
23,140.7905874071726,126.97626148992171,HAM
24,208.55829137912244,217.67920967653777,ALO
25,251.22142902857144,,HAM
