Minisector,HAM,STR,Fastest
0,250.89174637714285,262.14066140164203,STR
1,140.301917269394,134.17818085779967,HAM
2,265.7187508571429,266.3314360739089,STR
3,306.02397899701856,312.3684397349206,STR
4,303.89666653866664,312.26045959932037,STR
5,310.5034852396393,320.55922603636367,STR
6,314.78858508888885,327.3314236,STR
7,313.9138814480082,326.0949276753623,STR
8,212.12212197248675,193.8997658585407,HAM
9,203.5824688170887,187.58916560380953,HAM
10,194.1756720221916,181.17404485014836,HAM
11,170.68979666141087,167.86715317340008,HAM
12,248.8695844977778,254.69369317708413,STR
13,276.4332671362556,277.46183892204584,STR
14,280.6059635942301,279.513027112487,HAM
15,279.7125970621177,271.6726198000297,HAM
16,192.53914389478612,180.25261880761906,HAM
17,198.9563800368243,189.17619104380952,HAM
18,241.9753453171886,238.16585826038866,HAM
19,287.043927678423,287.30298361546375,STR
20,306.05430487159106,312.96489933168124,STR
21,314.2579709217391,321.58454961821946,STR
22,312.1610188398608,319.79464285714283,STR
23,261.97924918752057,247.5136146184127,HAM
24,118.83169423063886,113.50040101939405,HAM
25,230.25,,HAM
