Minisector,VER,ALO,Fastest
0,290.65655696891406,293.6317923641311,ALO
1,152.8262709780882,149.88452425959295,VER
2,145.69908944486187,138.29332748400338,VER
3,222.20340254866412,218.65758780458984,VER
4,284.56543081588933,285.23380000000003,ALO
5,290.8691371466133,280.49583561571717,VER
6,139.683844470691,136.58275762045926,VER
7,139.5011044383045,136.72686591026837,VER
8,140.31170779716078,135.64403532459767,VER
9,184.44719994682757,179.95597213465848,VER
10,125.70033499083848,130.82630094489355,ALO
11,119.94640462825227,117.23307650771709,VER
12,165.06338934378786,161.99786249593183,VER
13,267.14419325985386,265.9424117417668,VER
14,289.67635120380953,288.33783355837977,VER
15,152.03823229490717,145.8670464015571,VER
16,205.31495545279031,205.58145522064515,ALO
17,172.7003700972978,165.41622633820273,VER
18,272.47823107291947,270.391214829551,VER
19,296.09618929291923,298.52264177922905,ALO
20,311.4244211920131,312.84152033015874,ALO
21,319.2925917233812,321.4351414159644,ALO
22,321.6877273134545,324.62930557333334,ALO
23,322.81648246729446,326.6303409454545,ALO
24,323.84659089454544,322.0901325757576,VER
25,324.21500032,319.0,VER
