Minisector,VER,LEC,Fastest
0,294.60042982617733,303.294194976254,LEC
1,308.2170832059259,318.1464255775438,LEC
2,312.81507789444055,324.9298120894074,LEC
3,315.239000192,326.8230468324066,LEC
4,184.67360545393416,195.9873971419666,LEC
5,217.20296244311763,205.2692687441013,VER
6,269.91815428571425,264.66682779602337,VER
7,262.5445688465876,265.9720053663492,LEC
8,185.39013423972247,186.632683478436,LEC
9,142.89305874353875,150.65282773101455,LEC
10,178.7636438927473,173.96397438943129,VER
11,256.1953962502618,255.7981671260282,VER
12,247.08079405756106,255.16548445513783,LEC
13,225.38012413675503,226.50602849761717,LEC
14,263.9209198041366,269.5853317701447,LEC
15,160.4956008859152,172.83177172709955,LEC
16,220.10413735963223,208.68052035432822,VER
17,238.61102867712307,250.6610996931602,LEC
18,132.37131296922306,134.93822940325427,LEC
19,236.43036333108415,232.81192568071774,VER
20,280.0112992137143,275.1812411742621,VER
21,244.24969578567305,258.72636051922865,LEC
22,136.06328044723512,137.32320720452364,LEC
23,201.3006803212069,201.7748447234982,LEC
24,269.8164980814368,266.2047591546853,VER
25,284.01500032,282.29166666666663,VER
