Minisector,VER,SAI,Fastest
0,292.2906127032181,290.6941358649639,VER
1,301.68642401735934,301.85746073656867,SAI
2,306.21821425142855,307.16278256435953,SAI
3,307.1267970509804,303.6289411030913,VER
4,176.01992609381347,166.47145259367295,VER
5,211.74085115566595,202.22805782568508,VER
6,242.69555784281573,229.92610987123808,VER
7,267.77923237028614,261.6085296409269,VER
8,256.61514146742854,256.0525562995488,VER
9,164.54775483965372,159.62324944827486,VER
10,229.165047265526,224.09314814066835,VER
11,129.61305489924825,126.76433778757846,VER
12,229.62730079346585,225.90557089415358,VER
13,185.49525954551729,178.2954629377064,VER
14,213.26990956906738,210.83847006432023,VER
15,247.7983910745298,235.66876628140787,VER
16,265.208204184127,256.9920601866577,VER
17,287.98586781795416,284.6777124288385,VER
18,158.90663209332425,157.29720787924305,VER
19,166.61143064689185,164.56499643487626,VER
20,139.515669376951,136.7460157236682,VER
21,224.0290949381829,221.1583891648758,VER
22,263.3438202756302,258.0015396162097,VER
23,258.86214291777213,245.79648615625138,VER
24,277.208463389899,272.75184767512235,VER
25,,284.94772683636364,SAI
