Minisector,HAM,VET,Fastest
0,252.2764499640252,259.6154458542846,VET
1,290.3269870303974,300.72642291127465,VET
2,185.38478874287924,174.853126849929,HAM
3,159.52914864352164,166.5656295765518,VET
4,260.5974490557823,259.4480357942857,HAM
5,271.65946967272725,268.5890937792245,HAM
6,236.12799991466665,224.38237206153846,HAM
7,210.43072007567415,199.0574409322571,HAM
8,159.98677411877117,158.5844106213642,HAM
9,218.94504992168666,222.4589178062861,VET
10,272.44423558897245,275.2999374275689,VET
11,135.59558821753257,134.39182191635612,HAM
12,217.5510865280108,221.7773829121398,VET
13,278.2625,282.3942461968254,VET
14,301.819366966083,304.3893546799019,VET
15,311.5833333333333,310.57523176296297,HAM
16,243.87008281573497,241.8866660266667,HAM
17,130.55225643742477,130.82265250294665,VET
18,133.8816519284819,133.4126704253968,HAM
19,120.61461632341171,121.83685040329426,VET
20,228.45427618688726,224.7307623862857,HAM
21,257.0848957333333,250.37770597543772,HAM
22,240.60149724070308,236.61718778514285,HAM
23,218.63837624616974,219.79124951583495,VET
24,142.3959745739647,134.4963148580139,HAM
25,,221.93333333333334,VET
