Minisector,HAM,BOT,Fastest
0,295.4402456915716,287.46125376394696,HAM
1,306.2372739349611,297.34106397645763,HAM
2,282.60126664840357,274.67417466758457,HAM
3,105.97158646210549,110.41458394764108,BOT
4,216.86536651097643,222.25474951923442,BOT
5,270.93146402194986,264.12637051289386,HAM
6,213.33237522051283,209.89528626358052,HAM
7,157.50412916915138,159.8508062634077,BOT
8,201.79136712404647,200.94067944302134,HAM
9,214.27950964578594,211.06963514099849,HAM
10,109.96982178162355,118.69352831793898,BOT
11,225.8964955018333,221.69648758419228,HAM
12,113.73958188062625,114.35429788972317,BOT
13,217.9700044310204,221.0832537713076,BOT
14,272.152870787626,268.5785121339739,HAM
15,213.8835027945743,206.98954962509774,HAM
16,191.41420739462288,184.97675217380953,HAM
17,250.65819921380262,245.21190937492983,HAM
18,197.33751417466868,195.01408729811672,HAM
19,176.65093169567345,188.22401976874264,BOT
20,264.11061043169525,260.16278789957437,HAM
21,292.9148276385185,282.75862510285714,HAM
22,169.4603828304267,163.05811338891192,HAM
23,207.4783369451122,210.65679602565166,BOT
24,273.6230231484249,269.7015248767083,HAM
25,287.60499968,,HAM
