Minisector,SAI,NOR,Fastest
0,295.71231020071025,288.72320772909336,SAI
1,315.22516666666667,298.85684592592594,SAI
2,318.80437789601274,304.3847144133067,SAI
3,180.69779226492622,200.34853639356407,NOR
4,205.8634208096587,212.55703924689277,NOR
5,199.77425872108836,204.7792497858076,NOR
6,262.5473232822531,261.712127219512,SAI
7,265.0707640088889,262.435201591342,SAI
8,213.80650979785167,222.0563428739527,NOR
9,221.78134711350108,221.6030085775238,SAI
10,139.14747641800557,138.757945016306,SAI
11,200.38847808793645,214.73036947130603,NOR
12,185.5450153058564,182.75540514654378,SAI
13,252.78281894749924,252.86115278089719,NOR
14,180.41296533176472,187.53611902841268,NOR
15,229.52337646337662,230.36627247674735,NOR
16,278.2515305953954,277.76149002136646,SAI
17,290.7461850569697,289.4994024302575,SAI
18,288.00756943644444,282.1522946365714,SAI
19,273.1765832080944,271.5842272588833,SAI
20,268.723673809858,272.35540794805,NOR
21,262.9057331495527,264.63474280671204,NOR
22,229.80934154202725,242.56583854745256,NOR
23,209.569069072987,212.96580424302215,NOR
24,270.19382187573046,268.0187547385052,SAI
