Minisector,VER,NOR,Fastest
0,271.3595171947154,272.86776714438355,NOR
1,288.7688042920571,292.0264387365086,NOR
2,294.8965029142857,300.33496243775477,NOR
3,137.5968116052385,127.89655893251745,VER
4,204.4242961284519,194.74617766545737,VER
5,262.1665701475403,259.7367348714276,VER
6,155.01867401097937,139.06017263750454,VER
7,210.93043494034654,208.16062211136583,VER
8,261.3986938370147,263.21734545188485,NOR
9,281.5236915123444,283.44748629851136,NOR
10,253.4649005338,234.8527403372361,VER
11,192.83267625417267,174.32270310874355,VER
12,203.99548427885412,196.5473743474189,VER
13,158.446187450512,138.13045208569687,VER
14,187.42516231931444,172.10275402518357,VER
15,174.62497690701642,157.10974080210113,VER
16,225.78565856482183,223.9018104621783,VER
17,248.11210172207973,236.0240475203109,VER
18,248.32725466441647,243.1711851339825,VER
19,257.72105788055404,227.9951584223548,VER
20,152.05361952305444,145.35265012257668,VER
21,145.35857673350145,129.40775045732858,VER
22,176.5276033955563,174.63901692211692,VER
23,158.6585832885654,151.0142754334117,VER
24,235.90464406469158,236.03796554186675,NOR
