Minisector,LEC,ALO,Fastest
0,295.21675326350737,301.3231646710104,ALO
1,150.19545297068393,155.27294843792015,ALO
2,143.55932409591793,148.9252239707244,ALO
3,226.07829741823508,228.15608359285713,ALO
4,296.8552637312542,286.6867307942029,LEC
5,288.6821299930736,289.3553675522932,ALO
6,136.63967476374083,144.11874406495835,ALO
7,134.61317072281943,136.05262644051888,ALO
8,129.6527112795616,133.18915865507367,ALO
9,188.14316833307623,190.9879228175084,ALO
10,127.71070773463713,124.7255680835789,LEC
11,121.39485457015051,124.03271725285896,ALO
12,161.66262459954652,164.67913392279473,ALO
13,269.5927317775574,270.0840209603342,ALO
14,296.68564271705685,292.9586949101449,LEC
15,143.6811839210681,136.78350538271832,LEC
16,199.23648292990802,188.73004237930277,LEC
17,162.7172643506451,172.61321059642435,ALO
18,272.9286515894303,273.99542308107954,ALO
19,297.49406833510477,295.81472958611965,LEC
20,314.49254404239343,310.01918415023255,LEC
21,322.44255482872256,317.69722225777775,LEC
22,328.0715635016355,322.6769331227567,LEC
23,338.8173938237909,325.930217293913,LEC
24,341.30535807746344,325.4205499479251,LEC
25,341.0,,LEC
