Minisector,HAM,OCO,Fastest
0,302.53079301065713,292.8197994880576,HAM
1,317.3267264186909,304.0668686847619,HAM
2,325.61163201666665,309.8550068614617,HAM
3,324.89805194805194,304.51173197714286,HAM
4,172.83554283342528,163.64271688754434,HAM
5,212.49898530714978,197.64776819129392,HAM
6,239.87015366875062,233.54260680709203,HAM
7,264.78811708883114,265.7172895154765,OCO
8,245.96807625055416,253.15884588188064,OCO
9,160.70590884705882,157.6709606805375,HAM
10,225.4144917600058,218.45226975933747,HAM
11,127.53918324297747,122.84650028765229,HAM
12,228.46854765874514,222.24791457289376,HAM
13,179.73307084952378,178.40244130674213,HAM
14,215.62397917124426,206.66025594433017,HAM
15,248.99439180654244,238.27778015885949,HAM
16,265.1992866989689,260.00706296937267,HAM
17,285.6380016888889,283.011434957037,HAM
18,151.7923155745355,158.79221312790122,OCO
19,168.15546318257253,159.3285536751437,HAM
20,139.35467191735586,132.76869247596875,HAM
21,227.79852463007214,223.91165872697061,HAM
22,260.9515335619048,264.24492441022556,OCO
23,249.8939166,247.5789762884295,HAM
24,271.9638568393746,272.8024750556863,OCO
25,282.2833333333333,285.24999893333336,OCO
