Minisector,VER,SAI,Fastest
0,230.05844869760588,232.34062553319205,SAI
1,280.81433118730126,281.3192551619048,SAI
2,295.1485611257338,293.8250407772107,VER
3,302.5526319855434,298.65615485231405,VER
4,281.38461688669986,265.86201694677794,VER
5,168.8249777829117,166.68272311122382,VER
6,259.49926625865214,262.1277989870886,SAI
7,274.5019577176069,280.0480587878788,SAI
8,215.85746119688815,217.30849273163383,SAI
9,218.4634987903059,221.11644993613442,SAI
10,190.15005857363434,181.01508125672854,VER
11,222.72402468838644,223.47157910882714,SAI
12,210.30396244714197,209.76615636037354,VER
13,218.48013139947972,212.8086653446598,VER
14,220.84405464462816,223.59982569575118,SAI
15,183.5741058205472,176.5567513873762,VER
16,241.98674495014075,245.9463944307055,SAI
17,281.2701019307144,283.5347486146707,SAI
18,294.98523465592274,295.7530918005056,SAI
19,291.0210413682219,287.818425565368,VER
20,136.74952187505414,131.264281050797,VER
21,165.3455013319518,159.5572973420358,VER
22,149.0998224143278,153.4603047328272,SAI
23,206.43986430878894,201.14667022688946,VER
24,150.21105988397858,145.54319755874297,VER
