Minisector,HAM,VET,Fastest
0,297.72321401904765,294.6595756389234,HAM
1,251.70780921010507,258.8030757325561,VET
2,199.12569345777777,199.75926833931092,VET
3,265.06529328194597,264.93260348953766,HAM
4,220.76233883900227,244.08541583589744,VET
5,122.58227500161655,119.75909272583,HAM
6,183.5998063327731,180.66460594570896,HAM
7,257.29501633721935,258.28697924444447,VET
8,289.1011435818198,286.90911695905754,HAM
9,303.24749994666666,300.06183716363637,HAM
10,308.1679820165951,306.93985356589695,HAM
11,235.51053011592083,249.3745246829173,VET
12,148.14516385489677,141.57864828196932,HAM
13,257.07606660443054,254.60066666666665,HAM
14,290.29705075670995,289.59575018461743,HAM
15,299.4452380444444,298.55583333333334,HAM
16,293.0418019116883,294.5583333587302,VET
17,257.52130736209523,273.5452292348699,VET
18,188.58684762641255,185.4027272039431,HAM
19,189.05773612970918,197.10241798571428,VET
20,182.9460814566042,177.08760614277904,HAM
21,251.10554744685712,252.87481173589927,VET
22,131.56444247249615,133.73093350234385,VET
23,200.70455595723124,190.8488598602315,HAM
24,276.54317944126984,274.2091710470583,HAM
25,,289.0,VET
