Minisector,VER,HAM,Fastest
0,256.07129795555556,261.9187505714286,HAM
1,133.34325655851507,140.71436333714286,HAM
2,199.37145525333332,201.5655453327967,HAM
3,246.59772115513138,247.22794139607845,HAM
4,258.16093786666664,259.6766666666667,HAM
5,186.01941822524086,189.8086005452444,HAM
6,148.87088707772384,155.30030810864196,HAM
7,184.88436166393154,194.41453225419997,HAM
8,104.62414544708099,106.21776267468671,HAM
9,78.80823169201705,79.31121126731364,HAM
10,95.80596333327723,100.00251392976445,HAM
11,178.3522205387133,184.3661544034632,HAM
12,245.1013822008274,248.1043157809524,HAM
13,262.20868985904764,269.95110200720643,HAM
14,262.66139701490556,278.2399995733333,HAM
15,119.85051417426209,116.62746999887021,VER
16,141.8949575374603,154.78518605432097,HAM
17,194.1988765018619,192.16904772063492,VER
18,200.95687306666667,204.78328057340352,HAM
19,219.04407938245618,218.21228087017545,VER
20,133.61591366603122,138.22964594558286,HAM
21,119.85919240942854,116.99047567238095,VER
22,94.44349421695948,96.63173811302566,HAM
23,195.50634681904762,198.283333384127,HAM
24,249.2865179607843,251.00506017852507,HAM
