Minisector,SAI,NOR,Fastest
0,261.37451138380953,255.99750432000002,SAI
1,129.66547436952382,129.2842454432168,SAI
2,201.02155925360282,197.06962623558897,SAI
3,246.7809012084601,247.19641813679655,NOR
4,263.005676009324,256.5984772854701,SAI
5,171.36343628527786,172.97829843682538,NOR
6,140.62696653515528,140.535181363552,SAI
7,185.6462397896911,171.4740080204714,SAI
8,97.42695931120731,98.28674950760104,NOR
9,70.79251059228467,71.61052149002441,NOR
10,92.53170846423744,87.84447351170975,SAI
11,178.90762789674307,168.97056542690578,SAI
12,244.31065276833343,243.19778754461538,SAI
13,270.04429322911756,268.6125114240736,SAI
14,279.1797123072774,279.0668905745455,SAI
15,104.44062686737415,116.36200739355341,NOR
16,147.5588354405453,136.7927159175109,SAI
17,191.04255759788663,189.4395045837964,SAI
18,189.10153616842103,195.39846311939218,NOR
19,208.77315305619675,218.1430780978457,NOR
20,133.44981389943217,131.1223636104914,SAI
21,111.55520822096952,121.19712332284806,NOR
22,94.82535729752001,85.64258072548137,SAI
23,197.90754399736167,186.7541722478288,SAI
24,253.3764898394558,245.76637817517872,SAI
25,,263.63,NOR
