Minisector,HAM,NOR,Fastest
0,274.6763037028572,275.6839808463768,NOR
1,295.2326100296296,297.05856418191627,NOR
2,294.4852819516049,295.83228912,NOR
3,177.2598541484884,180.04254265957593,NOR
4,121.26536237510452,123.71381549654528,NOR
5,234.36102456752135,239.1981187425496,NOR
6,279.6079396292063,281.8814820011532,NOR
7,293.7339628372671,294.5085592521905,NOR
8,185.33997941528693,188.36991823392736,NOR
9,147.79774757845888,144.08989882123035,HAM
10,252.30249139301588,251.84226154909092,HAM
11,287.5199305948874,290.4040596136616,NOR
12,298.9414352273593,304.3977388728716,NOR
13,285.6477290850088,282.14732648222224,HAM
14,296.3319230615708,297.0358917634792,NOR
15,296.8067783730388,298.76650920311687,NOR
16,259.201978644653,252.37223665942233,HAM
17,235.38953092856192,231.3749472045478,HAM
18,277.8938656096066,278.04171637555555,NOR
19,297.5009246909025,299.5343803738171,NOR
20,302.8183914300047,298.4312583340787,HAM
21,244.17875941098902,237.18890498667395,HAM
22,264.68307461172657,264.30780468148146,HAM
23,146.1394642134376,140.42024812865856,HAM
24,216.72545856067225,220.48068264207376,NOR
