Minisector,LEC,PER,Fastest
0,257.91155795141253,255.34620338424608,LEC
1,211.34444728352406,202.89763890883842,LEC
2,223.57552023208427,219.06806743824274,LEC
3,263.15517630807454,262.4893580149748,LEC
4,278.840550367033,276.9116482380884,LEC
5,231.47932304120383,211.814414536594,LEC
6,98.32162249759031,95.82067639559688,LEC
7,188.24145866614813,188.92370392511245,PER
8,270.2433044651504,271.20181316959355,PER
9,292.0132991863012,296.20443402832564,PER
10,300.2738866564936,307.7874821456368,PER
11,297.85687490738,305.43938157472087,PER
12,113.94824672298043,110.82760039842061,LEC
13,216.31276372190834,219.63475788669686,PER
14,276.89882766128295,279.89250270968654,PER
15,295.4507936507937,300.7594244825397,PER
16,226.06669275874174,207.21213740647426,LEC
17,126.42363562616394,122.24572982414647,LEC
18,154.86491223582374,153.06487345949796,LEC
19,254.67126591307834,257.9276096735202,PER
20,160.6208792271898,149.15505585156012,LEC
21,129.42799888289522,127.37243356005725,LEC
22,208.14306997313764,203.87460242358569,LEC
23,213.2188751563909,191.30979298720956,LEC
24,167.4907451382419,161.06790402240065,LEC
25,232.41666666666666,,LEC
