Minisector,RUS,NOR,Fastest
0,298.9960631541935,288.5917139242548,RUS
1,151.975642219457,159.56040705812595,NOR
2,148.89403596463887,149.1420672945266,NOR
3,231.04923167463463,226.35326873167435,RUS
4,287.79384399627924,286.1168762305845,RUS
5,291.6414963309421,288.2043142247619,RUS
6,138.6952646061343,140.3119273555954,NOR
7,137.17001312063664,135.5799337991121,RUS
8,131.5904682374677,139.86107344144654,NOR
9,187.0855327733858,187.9255142671977,NOR
10,129.9139095780752,126.29508218303413,RUS
11,122.09201271988637,124.28630023112846,NOR
12,167.89272902750278,169.08745418199914,NOR
13,270.28145857333334,270.26423179687754,RUS
14,294.452595978836,291.08514737052155,RUS
15,142.36803073101552,150.77114000580562,NOR
16,205.40899258637558,200.14616312157682,RUS
17,173.16034407907688,176.0929037481612,NOR
18,270.245056405008,270.92493046495787,NOR
19,294.4419982060606,293.7011024587239,RUS
20,309.99528268900906,308.69413241465753,RUS
21,319.2197147119192,316.94759835580953,RUS
22,324.94278298588245,321.89082884791446,RUS
23,328.0118054806349,324.49984313766237,RUS
24,326.6461706768254,323.2058090651325,RUS
25,328.0,319.0,RUS
