Minisector,LEC,HUL,Fastest
0,257.9211701399586,258.90984842256256,HUL
1,283.31500762358337,295.01342259809525,HUL
2,174.79948346204156,162.80986946831015,LEC
3,172.1850574034218,171.18014782745098,LEC
4,264.00414606062236,262.40258865094154,LEC
5,282.7841377888193,269.4375001212121,LEC
6,244.45890784217863,218.90134965423482,LEC
7,215.62475523407898,193.506921944086,LEC
8,159.02418387467918,151.82967530683882,LEC
9,216.73712921192006,225.73553847980108,HUL
10,276.764663812987,278.9156465052154,HUL
11,128.45385461094978,119.45608592873592,LEC
12,221.83917865533297,226.36958511040197,HUL
13,274.4092263293141,284.73254003809524,HUL
14,290.9589877180953,312.27347933121695,HUL
15,297.54229168,319.8396930245614,HUL
16,236.00117175466667,226.41214560814353,LEC
17,140.27999504517044,136.6364665844329,LEC
18,142.16842792583375,139.69192459302903,LEC
19,123.76357256135287,124.71846423884843,HUL
20,235.0133321447619,227.68563090598292,LEC
21,261.58653449758424,254.09484476577333,LEC
22,238.67083541333332,232.07745463815473,LEC
23,221.1018799821821,215.21083754955296,LEC
24,146.6115016685714,142.44624151680455,LEC
25,224.20000000000002,223.8,LEC
