Minisector,RUS,NOR,Fastest
0,274.15214708844377,269.77361126736844,RUS
1,308.4852278630065,297.534843756041,RUS
2,322.9107841172747,311.4927858055977,RUS
3,332.69482970151176,320.9732777268148,RUS
4,337.8903569980952,325.69006949333334,RUS
5,340.8097833943178,328.76534223352405,RUS
6,192.64638350513562,192.69268884334974,NOR
7,105.76639471403917,104.11502873457557,RUS
8,188.33887368989153,183.1754776752268,RUS
9,262.4194090321085,258.36147482328045,RUS
10,297.6313982501842,287.29808532143625,RUS
11,170.52137027094693,158.88482536208255,RUS
12,97.78186513936939,92.98530883154446,RUS
13,123.22249855869319,113.05576283641196,RUS
14,221.3102455222654,207.9742674010745,RUS
15,186.82798563747787,178.70006528161616,RUS
16,227.33190281544253,213.22128977659756,RUS
17,181.58203217428573,171.8586041608038,RUS
18,240.77537076210524,236.08186003374007,RUS
19,280.6857785566955,275.9791076796537,RUS
20,243.38844653116428,225.26138862925688,RUS
21,144.0283307176719,136.80634603746702,RUS
22,95.67394539117862,96.01004787169217,NOR
23,127.27766929563036,118.90269321637429,RUS
24,224.37289607111111,224.80066302430015,NOR
