Minisector,NOR,RUS,Fastest
0,291.6560317647452,293.44521872442687,RUS
1,160.32948720179385,160.75869554821344,RUS
2,161.86212728957534,163.48386164952504,RUS
3,242.16718074829933,244.9741257148718,RUS
4,263.8439014421211,268.9190251951561,RUS
5,243.06794479177145,236.98360663042737,NOR
6,212.76715344808625,212.18425217460705,NOR
7,143.87759967532182,143.17310478523342,NOR
8,225.9912351541195,226.5374434336508,RUS
9,298.4259583670408,302.4814045392593,RUS
10,322.78619625574424,324.3478305452945,RUS
11,323.013837449266,330.6063155957895,RUS
12,315.28897467915516,326.85993834666664,RUS
13,310.92537790075187,321.9148712087083,RUS
14,126.88892510833286,129.05129237221522,RUS
15,117.5039051461619,114.1733787583429,NOR
16,97.7324261022334,96.4616711889677,NOR
17,243.08869470158433,239.00961738835977,NOR
18,304.53501288314624,305.7398452525421,RUS
19,325.84803313662337,327.60308362666666,RUS
20,328.3413827419827,328.39722413494076,RUS
21,323.14664946262627,324.7931512666722,RUS
22,128.0227054106298,124.84746067437044,NOR
23,198.83322714242013,188.01267567302764,NOR
24,276.47344390115245,274.56392222404156,NOR
25,,285.0,RUS
