Minisector,VER,RIC,Fastest
0,300.60567100770976,307.482579754946,RIC
1,247.37159486081012,232.31435062003712,VER
2,180.33501486671074,188.95702558186474,RIC
3,261.2980016407499,261.86992020172653,RIC
4,217.2188811308706,215.16136909593632,VER
5,111.6404539033745,106.54529611170781,VER
6,173.54282509804713,171.90514213230827,VER
7,253.00631143733997,253.69165606040792,RIC
8,289.90548152087274,291.69219449034017,RIC
9,308.1901664258093,316.3316251151515,RIC
10,315.73519923440864,325.3626165129149,RIC
11,212.70935042970174,202.8233090655197,VER
12,142.02709316173977,142.23281963500273,RIC
13,253.3956714976549,253.73616532169746,RIC
14,290.03898284424093,290.87000777142856,RIC
15,301.2126545619753,302.5479373902065,RIC
16,293.41154135965365,298.9962778970826,RIC
17,251.48173892948765,239.34262030994208,VER
18,179.33043669719473,169.12118292460184,VER
19,179.11102153433967,165.8195547816104,VER
20,180.9918321187864,183.36891709213603,RIC
21,239.85592459306667,235.27159230769232,VER
22,117.47965671226184,109.37237063659727,VER
23,192.82362910745516,207.8007936738889,RIC
24,274.59154452844945,284.0072252226599,RIC
25,290.775510156694,,VER
