Minisector,LEC,OCO,Fastest
0,292.52812501333335,317.55666613333335,OCO
1,292.9972147746238,329.25019495416444,OCO
2,293.43859649122805,335.0196759703704,OCO
3,230.16354663425957,222.14407216410257,LEC
4,227.6772427076923,224.550350288276,LEC
5,113.28025362854167,113.11858225613925,LEC
6,215.05026536296296,211.09552371358023,LEC
7,267.7232888090107,263.58371136969697,LEC
8,250.63043311304347,233.2853098283509,LEC
9,115.14203134366748,114.3022219640736,LEC
10,233.02309585066666,230.91137722490842,LEC
11,252.53869329637183,243.49891334492753,LEC
12,137.04489660952382,134.73459322967884,LEC
13,209.60737511781858,207.1125981848975,LEC
14,268.22491522902493,265.4874995878788,LEC
15,229.07678054854534,226.97441524043958,LEC
16,155.52934753748445,155.00112504504506,LEC
17,241.62714877848936,233.6866037315741,LEC
18,125.92650629623648,125.08254001178956,LEC
19,144.18202181464707,146.28269273553113,OCO
20,192.10490779366998,183.3131588478886,LEC
21,260.22159122424245,254.00654692294373,LEC
22,273.9862206170003,272.97666401341786,LEC
23,279.6494049015873,282.20456335238094,OCO
24,285.92812506666667,291.68139075689226,OCO
25,288.0916661333333,295.9541664,OCO
