Minisector,VER,NOR,Fastest
0,243.40965125587303,248.92023658495242,NOR
1,139.7420807821131,132.52568729435228,VER
2,280.0404319040353,284.5061429772922,NOR
3,308.8107269164886,321.6634608015171,NOR
4,286.43489622888416,302.3400724429764,NOR
5,315.3098398874074,321.72646224400404,NOR
6,321.4435557861696,323.7565595675914,NOR
7,313.4829764796537,318.6249999259259,NOR
8,198.11539905896467,192.96019182194993,VER
9,192.7685652517203,196.01452303466223,NOR
10,178.81326336669588,171.9728649459664,VER
11,169.79031568843098,173.27409473343025,NOR
12,240.82504665259887,250.88039704687176,NOR
13,258.110362356934,265.97290403127545,NOR
14,267.5723391107175,261.7632152869919,VER
15,247.09811303761083,247.4647693569985,NOR
16,177.73982889108996,168.0975721971897,VER
17,188.81525902356154,189.2418530141967,NOR
18,234.80864196158268,256.1103353993431,NOR
19,291.40059285314567,306.23092775949414,NOR
20,319.14155053592253,323.59619625727714,NOR
21,303.654763658746,314.6587506653285,NOR
22,280.2148214728192,300.9968347373871,NOR
23,243.9859483534808,240.43004631406478,VER
24,122.82858746015414,119.25951337176652,VER
