Minisector,PER,NOR,Fastest
0,306.3261905710053,298.50590027203475,PER
1,210.69279362044983,206.4051817333333,PER
2,136.44185057324535,138.13649755836224,NOR
3,217.74559006407196,215.93985595370242,PER
4,152.3268646047916,154.45534623837366,NOR
5,171.74237594409277,181.28735561567674,NOR
6,249.8039828088889,253.88968286234976,NOR
7,277.98624473565405,277.36434116929877,PER
8,287.76676489680676,284.43359269925924,PER
9,264.69729106666665,257.3683346719564,PER
10,244.1464697000055,241.04755475575632,PER
11,243.99836487619046,238.0926336023585,PER
12,210.15917530848316,202.23285662823363,PER
13,134.24288029984243,133.17249286486486,PER
14,143.24268536154008,137.9442084297933,PER
15,175.86200478620705,185.30979679800254,NOR
16,254.78221137347867,259.8034541827819,NOR
17,238.58741322666665,235.2261056956862,PER
18,109.90539307580396,110.57570283315697,NOR
19,192.8183142505301,204.91668508960768,NOR
20,189.38344976143,188.50840799080677,PER
21,231.3921449772171,229.3936872338614,PER
22,271.1555288751839,269.96657241046205,PER
23,296.95230354043235,293.6578350486085,PER
24,313.5664732025308,312.92542653712593,PER
25,320.5875008,,PER
