Minisector,HAM,SAI,Fastest
0,302.4023579608894,317.7257647455782,SAI
1,160.62861754139195,155.76967094573644,HAM
2,160.53534404472313,160.10344959332494,HAM
3,214.7302578605725,202.8489660837561,HAM
4,281.71626052294374,283.2494313606625,SAI
5,295.0666797889054,297.228976630303,SAI
6,153.86618197218223,145.99496702460945,HAM
7,142.57633234924538,137.2708785569224,HAM
8,156.6866845555949,164.84347761933833,SAI
9,168.13574491045637,151.87507474292102,HAM
10,135.342967427839,137.43218506298223,SAI
11,127.7271365367481,133.10297015552197,SAI
12,154.95912974874688,142.14879621333333,HAM
13,262.8545967209065,259.00272817330455,HAM
14,287.62632576969696,283.49964419306605,HAM
15,153.39047416470083,158.9292043359674,SAI
16,215.88378244871865,206.35337302237727,HAM
17,161.5256425408678,154.27750535108788,HAM
18,264.2981737290207,259.7674968899054,HAM
19,290.04734865454543,289.69491315670996,HAM
20,303.8513425070578,300.93443904517244,HAM
21,312.7883333333333,311.5904760888889,HAM
22,318.19166679365077,316.6724999466667,HAM
23,322.82895829333336,321.14791233411086,HAM
24,319.74452958911564,317.43250016,HAM
25,,311.89166720000003,SAI
