Minisector,HAM,GAS,Fastest
0,275.7570482206852,276.9552913612443,GAS
1,291.47649379343795,294.84404154905206,GAS
2,289.5869977613353,292.6953653576609,GAS
3,200.42761005473656,184.90655426355286,HAM
4,131.84607185682765,130.0918009078397,HAM
5,242.8391574626024,242.3211141451966,HAM
6,283.3177982257771,283.6035505978121,GAS
7,297.7530147189888,289.7481889855072,HAM
8,191.60539879293916,178.05682999060787,HAM
9,154.678439457826,145.27111280438749,HAM
10,253.3453940756525,255.7707521961409,GAS
11,284.1363957850996,286.81778430554107,GAS
12,293.79522040906016,296.86128007213773,GAS
13,289.3115778381171,284.8809027111111,HAM
14,298.48105571751,300.554035781995,GAS
15,296.5244402797999,299.77196632504575,GAS
16,266.60563457623897,254.8566587401419,HAM
17,243.75720691116356,230.01075712185497,HAM
18,284.0318364916553,282.4349233266519,HAM
19,301.4573627087106,303.43010316294874,GAS
20,307.61260252366435,306.9309947666291,HAM
21,249.2253937188489,233.34309673502045,HAM
22,265.55238803849306,261.084387084639,HAM
23,147.9425511958809,140.6424047961145,HAM
24,223.06924612322976,216.85597988444368,HAM
25,,259.3624992,GAS
