Minisector,LEC,OCO,Fastest
0,306.010800133654,297.33151248592594,LEC
1,239.66045167202694,253.89696381335978,OCO
2,130.0644590903492,127.31672199884139,LEC
3,230.7074163967046,235.3479008246962,OCO
4,191.43337880242703,191.89964121045216,OCO
5,248.1387957045118,244.01303920310554,LEC
6,229.29676604646275,228.50737594236512,LEC
7,254.1374495916883,250.9071313595276,LEC
8,290.03693842550723,282.59822838740814,LEC
9,199.68015456797306,216.16477760688863,OCO
10,205.35463740379686,194.50834181303455,LEC
11,273.47912653968257,267.7965104128405,LEC
12,203.7454074568838,215.50923004569955,OCO
13,246.1417042228359,244.01175536435127,LEC
14,288.48844309394286,285.8064863178461,LEC
15,306.5870062010762,301.1575642993682,LEC
16,306.6477964794144,298.7884193813619,LEC
17,206.00404334526218,215.69488845010986,OCO
18,266.50537045079363,258.4739923754643,LEC
19,294.9605798691511,291.9243300432298,LEC
20,309.00455596021163,305.1238629422222,LEC
21,310.7509079149591,310.7640833584762,OCO
22,149.48715808280016,158.84265363872098,OCO
23,230.93581430379405,226.47958612926985,LEC
24,286.2246632156229,280.97116787492314,LEC
25,297.53500032,292.0045463272727,LEC
