Minisector,SAI,STR,Fastest
0,280.4887969924812,278.51955380796505,SAI
1,120.47481885756692,124.7220337862707,STR
2,159.19779220999237,152.8884954489138,SAI
3,208.63514748014651,211.68049638647264,STR
4,158.50930831315787,159.02115007345668,STR
5,243.01980434521465,241.4474663064935,SAI
6,202.98192376772505,217.17007622194618,STR
7,132.76403963291344,130.1402307501816,SAI
8,232.94274214119426,230.3338676166234,SAI
9,274.4775092191759,280.72845413438984,STR
10,282.37923504358616,285.83816672466685,STR
11,147.7218943047619,139.78007873888708,SAI
12,215.67071432727272,214.77713029906985,SAI
13,268.15204244176215,266.8860720839506,SAI
14,256.76507425989075,257.1892317741177,STR
15,99.64285031963003,96.75290557376483,SAI
16,219.4457016813328,210.7247672023088,SAI
17,269.1509524342857,273.8021641441423,STR
18,291.9203843181287,301.86695102372187,STR
19,304.27703753673603,318.5157777208889,STR
20,310.19845941064426,328.5721725485714,STR
21,280.8082544506868,275.9498021583242,SAI
22,147.86321988238757,143.97995273097732,SAI
23,232.30047898701298,233.9930739741799,STR
24,276.71349792232814,282.93784711064654,STR
