Minisector,LEC,SAI,Fastest
0,293.46815446580086,300.43476364914716,SAI
1,304.45395824,319.8289057997321,SAI
2,310.7016273897455,327.5394736280702,SAI
3,311.02623009211095,324.0580829433584,SAI
4,199.73722853382068,189.94515432443498,LEC
5,225.0482318957585,228.41607874645598,SAI
6,267.58667549944727,271.4781331177832,SAI
7,269.84130527536234,264.97878136084023,LEC
8,195.22569157603687,192.29635287505383,LEC
9,157.06041738269312,149.2570813246583,LEC
10,186.26034029636548,197.0135098308046,SAI
11,259.16269800686007,264.88546586178626,SAI
12,251.2094295777867,239.0305842182205,LEC
13,234.82851144684952,233.76914987192256,LEC
14,269.2630119694725,275.34223112668684,SAI
15,176.4360383282361,171.62627026365917,LEC
16,221.59819340915237,225.87716406496085,SAI
17,244.6217009345175,238.76877467491482,LEC
18,140.877942324226,138.68218723928038,LEC
19,242.81956120229592,249.11222051072755,SAI
20,278.205668738322,283.94039818535464,SAI
21,259.0586576952381,237.4823378895507,LEC
22,147.4065088102733,145.343660957475,LEC
23,215.91218975310628,221.28908979816995,SAI
24,272.6280300121212,276.82287872982596,SAI
