Minisector,NOR,GAS,Fastest
0,288.55935270915575,291.2733530997486,GAS
1,289.17927966546483,291.3687514,GAS
2,160.66269483275482,155.43733067254672,NOR
3,231.66628640728877,228.98408373116027,NOR
4,276.6204600281504,282.6272381632078,GAS
5,294.605798215009,306.3476893318778,GAS
6,297.60687263286184,316.65569811979884,GAS
7,150.77479294761264,161.68521300651014,GAS
8,142.90294179273462,132.30309303039502,NOR
9,253.6528040970349,248.3326519558875,NOR
10,284.1087796285714,281.7050841254168,NOR
11,291.30935842561115,288.13003386553805,NOR
12,141.25289819991755,141.82988603376614,GAS
13,207.65035592312032,196.6810747786637,NOR
14,257.7791439497703,250.72138458641402,NOR
15,191.83566532534041,200.78028429830022,GAS
16,225.8013869972588,219.83581620628092,NOR
17,206.0805883658867,214.4200482465796,GAS
18,248.30550703455972,245.4837420669778,NOR
19,280.1407163310335,276.1791698017425,NOR
20,291.9809415935972,292.2749995738395,GAS
21,252.2934674881804,257.2967260230517,GAS
22,215.40200516547765,223.3203392567151,GAS
23,208.15169186269657,204.950850213129,NOR
24,267.451919354726,262.54246261932155,NOR
25,,279.91044709586373,GAS
