Minisector,LEC,HUL,Fastest
0,272.95022562646614,270.11302062459697,LEC
1,249.14912319102132,241.63537198466864,LEC
2,122.50914811928206,117.53979627362702,LEC
3,169.72035449686726,174.37055494027513,HUL
4,198.89326169914673,194.27273837440006,LEC
5,195.29399650490842,195.51223712018142,HUL
6,267.3231341359045,265.36269408338717,LEC
7,288.54479065223285,287.77616896277056,LEC
8,235.92245314426808,247.33455315837048,HUL
9,147.90757590842503,145.6186622122892,LEC
10,117.98601413342912,115.43485406788216,LEC
11,154.8695430245695,148.88886415729453,LEC
12,249.504284495931,241.23297210217788,LEC
13,154.56076927453262,158.56726980500866,HUL
14,154.71382673694436,139.216428219364,LEC
15,109.6637649930638,105.72322226490034,LEC
16,219.80875635153242,209.60468793846152,LEC
17,234.94163870730156,251.26817253463892,HUL
18,131.33706406561126,122.75763261701425,LEC
19,241.5720887557932,234.1207100931403,LEC
20,274.87638578565765,275.32550654230727,HUL
21,204.5267513179745,219.60985049642917,HUL
22,153.36661806163545,140.65550260270797,LEC
23,217.1077581339964,218.21968833132547,HUL
24,232.11860131869568,216.8573024346592,LEC
25,,253.84642651428572,HUL
