Minisector,HAM,NOR,Fastest
0,241.5991905118139,242.609386764873,NOR
1,272.99480868888884,277.0490999791181,NOR
2,164.78548052786877,174.09932590128827,NOR
3,156.11247963010408,150.02891840826555,HAM
4,257.10391101162344,255.64410839416934,HAM
5,268.71839985608466,266.29545060968945,HAM
6,228.29249843090244,214.21304504365693,HAM
7,206.846226413525,196.01177063710654,HAM
8,155.78900160513166,149.12714952078295,HAM
9,214.91631792,210.09289652086065,HAM
10,271.19134969900017,270.68458742433864,HAM
11,124.76722094071431,111.872798265889,HAM
12,207.33298875623933,209.25023531289457,NOR
13,269.76864197532336,278.06741598933337,NOR
14,289.7850141441847,308.36181338355766,NOR
15,296.6871520585621,321.6078390415238,NOR
16,234.0281714606105,222.83139543206914,HAM
17,136.99007309730158,119.99367433386448,HAM
18,135.36872174732306,131.8728774517823,HAM
19,122.04103168380696,123.32410782091843,NOR
20,223.3837534488445,230.04811576030113,NOR
21,257.98113519256054,258.29648071475503,NOR
22,229.95319685845888,221.32845724844884,HAM
23,215.17632294164557,198.17459380071546,HAM
24,137.51524645883833,131.46640406432414,HAM
