Minisector,VER,LEC,Fastest
0,274.17855173894736,263.4322802365915,VER
1,298.22409481752385,278.842438330005,VER
2,309.52695145016145,284.0041207851313,VER
3,127.64467644138072,135.02600406235544,LEC
4,201.82562837163536,187.70623632539363,VER
5,260.0715422861153,251.92085026184128,VER
6,137.56417266793653,138.39471723837744,LEC
7,204.5589937263746,210.21815989333334,LEC
8,254.84645155860798,255.31718365579832,LEC
9,276.8245794323062,275.5651384651852,VER
10,226.52036228122842,231.65356791657496,LEC
11,175.68109730925013,177.80416833641024,LEC
12,189.67074274873718,186.71017509406735,VER
13,136.3502193040523,139.48255443719736,LEC
14,163.7004374804489,173.65543643260384,LEC
15,154.02624923530544,156.9004830996682,LEC
16,212.7350431041773,212.0465218634383,VER
17,227.30874937959334,227.4888662349206,LEC
18,233.73978567409884,235.9519474904527,LEC
19,238.41252091657142,241.07846509663491,LEC
20,140.9535766857383,143.49662866010152,LEC
21,133.42293637153247,138.87122782561826,LEC
22,152.772070708763,163.68599605255275,LEC
23,144.1936539055376,147.86212461067424,LEC
24,222.68196123784128,223.3876175569358,LEC
25,,249.2499977142857,LEC
